Subscribers,trf,age,gndr,tenure,age_dev,dev_man,device_os_name,is_dualsim,is_featurephone,is_smartphone,simcard_type,region,call_frq_l1m,call_frq_l3m,call_frq_l6m,call_dur_l1m,call_dur_l3m,call_dur_l6m,call_dur_avg_l1m,call_dur_avg_l3m,call_dur_avg_l6m,call_onnet_frq_l1m,call_onnet_frq_l3m,call_onnet_frq_l6m,call_onnet_dur_l1m,call_onnet_dur_l3m,call_onnet_dur_l6m,call_onnet_dur_avg_l1m,call_onnet_dur_avg_l3m,call_onnet_dur_avg_l6m,call_offnet_frq_l1m,call_offnet_frq_l3m,call_offnet_frq_l6m,call_offnet_dur_l1m,call_offnet_dur_l3m,call_offnet_dur_l6m,call_offnet_dur_avg_l1m,call_offnet_dur_avg_l3m,call_offnet_dur_avg_l6m,sms_frq_l1m,sms_frq_l3m,sms_frq_l6m,data_usg_l1m,data_usg_l3m,data_usg_l6m,data_usg_avg_l3m,total_mon_val_l1m,total_mon_val_l3m,total_mon_val_l6m,refill_total_l1m,refill_total_l3m,refill_total_l6m,refill_frq_l1m,refill_frq_l3m,refill_frq_l6m,roam_mon_val_l1m,roam_mon_val_l3m,roam_mon_val_l6m,callout_total_dur,callout_total_dur_l3m,quota_daily_pack,quota_monthly_pack,quota_serbest_pack,quota_gencol_pack,data_usg_daily_pack,data_usg_serbest_pack_main,data_usg_gencol_pack,data_usg_monthly_pack,data_usg_night_hours,data_usg_unlmt_pack,data_usg_weekly_pack,data_usg_night_hours_l3m,data_usg_unlmt_pack_l3m,dpi_facebook,dpi_facebook_messaging,dpi_facebook_voip,dpi_facebook_video,dpi_instagram,dpi_linkedin,dpi_tik_tok,dpi_twitter,dpi_whatsaap,dpi_whatsaap_messaging,dpi_whatsaap_voip,dpi_youtube,dpi_microsoft_teams_l1m,dpi_telegram_l1m,dpi_telegram_voip_l1m,data_pack_rev_l1m,data_pyg_rev_l1m,data_usg_rev_l1m,data_usg_rev_l3m,data_complete_rev_l6m,call_out_offnet_rev_l1m,call_out_onnet_rev_l1m,call_out_offnet_rev_l3m,call_out_onnet_rev_l3m,call_out_offnet_rev_l6m,call_out_onnet_rev_l6m,sms_onnnet_arpu_l3m,sms_offnet_arpu_l3m,sms_onnnet_arpu_l6m,sms_offnet_arpu_l6m,susp_day_count_6m,silentdaycount
sub30,Azercellim,31,M,805,805,Apple,iOS,0,0,1,4G,BILESUVAR,1016.6,3464.95,7278.3501,38851.602,147964.75,302830.66,43.953003,49.105,47.851501,242.64999,861.34998,1863,9050.5,33839.898,75670,42.895,45.183502,46.712997,366.85001,1151.15,2343.7,12567.2,51225.602,99867.148,39.398998,51.174999,49.001499,124.2,359.95001,611.79999,54888.512,181048.67,381204.31,60349.555,63.25,192.119,383.35251,63.25,189.75,382.95001,2.3,6.9000001,14.95,0,0,0,21617.699,85065.5,0,58880,0,0,0,0,0,48999.199,9563.4004,0,0,27895.551,0,2232.1499,1.15,0,26.450001,2329.8999,0,9730.1504,6.9000001,0,2.3,97.75,4981.7998,0.69071001,2210.842,0,34.5,0,34.5,103.5,207,0,0,0.34500003,0.322,0.34500003,0.368,0,0.057500001,0,0.057500001,0,0
sub31,Serbest25,35,M,267,267,Xiaomi,Android OS,1,0,1,4G,SUMQAYIT,684.25,2210.3,4635.6499,40396.051,126633.4,264922.06,67.896004,65.883499,65.722504,261.04999,763.59998,1508.8,17876.75,47873.352,95045.203,78.752007,72.093498,72.438499,312.79999,1052.25,2417.3,17102.801,57148.102,128219.25,62.882,62.456501,60.996002,28.75,95.449997,270.25,19405.02,51539.41,98230.297,17179.805,28.75,86.238495,174.34001,28.75,86.25,172.5,1.15,3.45,8.0500002,0,0,0,34979.551,105021.45,0,0,0,0,0,18931.301,0,0,3616.75,0,0,6220.3501,0,280.60001,26.450001,0,50.599998,144.89999,0,10914.65,0,0,28.75,85.099998,1597.35,0.12490936,1.1552501,0,0,0,0,0,0,0,0,0,0,0.34500003,0.138,0,0,0.057500001,0,0,0
sub32,Serbest25,32,M,185,185,Vivo,Android OS,1,0,1,4G,BAKI,554.29999,1783.65,3361.45,55095.352,171872.09,312826.44,114.31001,110.814,107.019,128.8,440.45001,753.25,11602.35,40761.75,71186.148,103.592,106.4325,108.6865,203.55,571.54999,1145.4,24084.449,59980.551,108493.3,136.06799,120.681,108.928,165.60001,657.79999,1189.1,21701.145,71205.391,121153.52,23735.131,39.433502,135.3205,198.95,32.579498,100.533,183.2755,3.45,17.25,21.85,0,0,0,35686.801,103905.95,3450,0,0,0,2025.15,17664,0,0,7180.6001,1961.9,0,24244.301,2528.8501,1140.8,32.200001,0,5469.3999,1199.45,355.35001,0,65.550003,0,14.95,3113.05,1485.8,161.83618,6.2665882,0,0,0,8.2799997,36.57,41.503502,0,0,0.184,0.414,1.3800001,0.48299998,0.23,0,0.23,0.17250001,0,0
sub33,Azercellim,35,U,341,153,LG,Android OS,1,0,1,4G,BAKI,6.9000001,9.1999998,267.95001,577.29999,1562.85,28185.35,96.220497,195.362,120.96851,0,0,9.1999998,0,0,419.75,0,0,52.474503,0,0,21.85,0,0,1071.8,0,0,56.407497,23,37.950001,178.25,0,0,0,0,0,0,2.0239999,0,0,4.5999999,0,0,4.5999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7939999,0.23,0,0,0,0,59.799999,23
sub34,Azercellim,32,M,412,208,Samsung,Android OS,1,0,1,4G,QUBA,17.25,144.89999,293.25,1890.6,8499.6504,14149.6,126.04,67.459,55.487499,0,5.75,36.799999,0,138,1052.25,0,27.6,32.878502,0,1.15,8.0500002,0,132.25,491.04999,0,132.25,70.150002,19.549999,97.75,234.60001,0,0,835.77399,0,0,0.52899998,3.5995002,0,2.3,4.5999999,0,2.3,4.5999999,0,0,0,0,270.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.65549999,0,0,0.138,0.23,0.82800001,1.564,0,0,0,0,47.150002,17.25
sub35,Azercellim,43,M,307,30,Samsung,Android OS,1,0,1,4G,BAKI,80.5,208.14999,512.90002,6716,18271.199,44432.551,95.944504,100.947,99.624496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.449997,313.95001,819.95001,0,0.3335,0.3335,0.11116666,0,0,1.012,0,0,5.75,0,0,1.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.1999998,1.15
sub36,Azercellim,36,M,874,8,Samsung,Android OS,1,0,1,4G,QAZAX,240.35001,938.40002,1728.45,18365.5,72132.602,144742.45,87.871506,88.400505,96.300995,33.349998,87.400002,170.2,1551.35,4496.5,10182.1,53.498001,59.1675,68.792999,63.25,258.75,423.20001,4104.3501,12103.75,21051.9,74.623497,53.796997,57.201,75.900002,166.75,267.95001,0,0,0,0,7.9809999,26.127998,46.253002,5.75,26.450001,46,2.3,13.8,24.15,0,0,0,5655.7002,16693.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2789998,1.702,20.976,4.9220004,35.258999,10.764,0.115,0.057500001,0.115,0.057500001,29.9,5.75
sub37,Azercellim,40,M,149,107,Samsung,Proprietary,1,1,0,4G,XACMAZ,8.0500002,8.0500002,3272.8999,419.75,419.75,159828.16,59.960999,59.960999,56.154503,0,0,946.45001,0,0,40605.352,0,0,49.335003,0,0,1385.75,0,0,76947.648,0,0,63.859497,52.900002,62.099998,540.5,2194.384,2194.384,21255.645,731.46136,7.5325003,7.5325003,79.959496,2.3,8.0500002,80.5,1.15,2.3,14.95,0,0,0,0,0,0,1177.6,0,0,0,0,0,1000.5,303.60001,164.45,0,303.60001,164.45,64.400002,0,0,254.14999,0,0,778.54999,0,0,3.45,32.200001,11.5,0.19487825,0,0,5.75,0,7.4749999,7.4749999,78.843994,0,0,0,0,0.27599999,0.59799999,0,0.057500001,0,0.115,21.85,26.450001
sub38,Azercellim,38,M,604,46,Samsung,Android OS,1,0,1,4G,BAKI,1406.45,4112.3999,8713.5498,128589.55,367537.69,777283.88,105.1445,102.77551,102.57999,464.60001,1242,2911.8,45327.25,108837.15,256170.55,112.194,100.7745,101.177,399.04999,1299.5,2580.6001,31549.1,116146.55,230662.41,90.918999,102.78699,102.78699,139.14999,550.84998,1006.25,1767.6075,9989.9229,22307.25,3329.9744,36.938,101.5565,226.21651,37.950001,102.35,231.14999,3.45,11.5,28.75,0,0,0,76876.352,225927.84,0,1177.6,0,0,0,0,0,175.95,285.20001,0,0,2110.25,0,92,2.3,0,1.15,80.5,0,0,0,0,18.4,116.15,74.75,0.45468813,0,0,5.75,0,5.75,5.75,23,0,0,0.55199999,0.184,8.8319998,4.4619999,0,0,0.057500001,0.46000001,0,0
sub39,Azercellim,34,M,980,87,Samsung,Android OS,1,0,1,4G,ABSHERON,1515.7,4864.5,9440.3496,83964.953,281685.59,543399.13,63.710003,66.596497,66.194,266.79999,937.25,1798.6,15412.3,52205.398,100270.8,66.435501,64.055,64.112503,361.10001,1228.2,2349.45,17767.5,68535.398,128714.9,56.580002,64.169998,63.008499,299,898.15002,1611.15,11843.183,101061.6,243708.95,33687.203,29.393999,161.2415,338.07703,28.75,161,338.10001,1.15,8.0500002,17.25,0,0,0,33341.949,121862.05,0,0,0,0,0,0,0,5953.5498,4432.1001,0,0,27779.4,0,692.29999,6.9000001,0,4971.4502,19.549999,0,0,1.15,0,9.1999998,50.599998,4136.5498,3.1502452,0.036121748,0,0,0,0,69,172.5,0.55199999,0.092,0.759,0.184,7.3829999,2.3,0,0.23,0,0.34500003,0,0
sub40,Azercellim,76,M,889,774,Samsung,Android OS,1,0,1,4G,SHAMAXI,1841.15,5921.3501,12050.85,230588.8,698790.63,1488460,144.026,135.7115,142.0365,805,2542.6499,5072.6499,108451.9,338907.31,719219.19,154.92801,153.28349,163.047,328.89999,1145.4,2555.3,39215,117178.1,278381.66,137.1145,117.645,125.28101,372.60001,1048.8,1889.45,14269.855,44704.652,61269.16,14901.551,73.128502,225.25049,338.31851,63.25,204.7,339.25,6.9000001,19.549999,28.75,0,0,0,147666.91,456406.25,0,8243.2002,0,0,0,0,0,8381.2002,2954.3501,0,0,9128.7002,0,2191.8999,11.5,0,2224.1001,239.2,2.3,4609.2002,1.15,0,0,502.54999,443.89999,4.7865791,7.8946872,0.35841209,40.25,0,41.974998,126.04,144.55499,0.55199999,0.64399999,4.2090001,4.8299999,6.9000001,6.5779996,0,0.057500001,0.23,0.17250001,0,0
sub41,Azercellim,58,M,1018,232,Xiaomi,Android OS,1,0,1,4G,BAKI,247.25,1331.7,3398.25,23588.801,137304.25,483699.19,109.71,118.56499,163.69099,118.45,648.59998,1851.5,10577.7,70514.547,350515.41,102.695,125.028,217.7065,86.25,420.89999,955.65002,9321.9004,49291.301,94847.398,124.292,134.6765,114.1375,73.599998,438.14999,1014.3,4471.0278,18805.916,50153.316,6268.6387,41.492001,111.3085,229.517,42.549999,111.55,224.25,3.45,8.0500002,13.8,11.626499,11.626499,11.626499,20953,120859.25,0,0,0,0,0,0,0,0,1015.45,0,0,3034.8501,0,198.95,1.15,0,2.3,2205.7,0,0,0,0,4.5999999,1.15,40.25,0,0,0,0,0,0,11.5,40.25,0,0,0,0,0,0.092,0,0.057500001,0,0.86250001,0,17.25
sub42,Azercellim,25,M,260,42,Xiaomi,Android OS,1,0,1,4G,BAKI,115,247.25,428.95001,11640.3,20547.051,33005,116.403,95.564995,88.481003,12.65,12.65,14.95,1030.4,1030.4,1143.1,93.667496,93.667496,87.929001,28.75,29.9,33.349998,5802.8999,5835.1001,6805.7002,232.116,224.42249,234.68051,159.85001,340.39999,884.34998,1177.6,1281.2955,1321.097,427.09851,15.3985,15.4675,24.667501,17.25,18.4,27.6,3.45,4.5999999,5.75,0,0,0,6833.2998,6865.5,0,1177.6,0,0,0,0,0,1177.6,25.299999,0,0,25.299999,0,175.95,0,0,17.25,131.10001,8.0500002,0,0,0,0,29.9,55.200001,0.012751627,72.264687,0,5.75,0,5.75,5.75,15.8815,6.5549998,0.92000002,6.6240001,0.92000002,7.7279997,1.058,0,0,0,0,48.299999,1.15
sub43,Azercellim,31,M,609,242,Samsung,Android OS,1,0,1,4G,SUMQAYIT,617.54999,3876.6499,7866,57334.398,229913.75,473872.44,106.766,68.206505,69.276001,74.75,542.79999,1338.6,4574.7002,28192.25,68497.453,70.379997,59.730999,58.845497,239.2,1603.1,2988.8501,23581.9,104638.5,214798.16,113.37849,75.060493,82.650505,167.89999,393.29999,736,4336.811,16113.49,37282.977,5371.1631,28.957001,89.504501,182.48199,28.75,88.550003,182.50499,1.15,3.45,9.1999998,0,0,0,40621.449,145295.59,0,0,0,0,0,0,0,0,152.95,0,0,800.40002,0,182.85001,0,0,233.45,415.14999,0,1729.6,0,0,8.0500002,423.20001,534.75,0,15.154747,0,0,0,0,0,0,0.207,0,0.27599999,0.046,1.656,0.27599999,0,0.057500001,0,0.057500001,0,0
sub44,Azercellim,27,M,959,959,Xiaomi,Android OS,1,0,1,4G,NEFTCALA,938.40002,2978.5,5875.3501,166664.91,516291.34,987388.88,204.2515,199.34099,193.269,546.25,1827.35,3652.3999,126987.6,391899.31,783221.31,267.34052,246.62901,246.606,197.8,601.45001,1039.6,30860.25,97234.797,142941.55,179.423,185.9205,158.125,41.400002,224.25,425.5,408.90552,2078.165,4443.6348,692.72162,0,42.998501,85.134499,13.8,43.700001,98.900002,1.15,4.5999999,9.1999998,0,0,0,157847.84,489185.84,0,0,0,0,0,0,0,0,5.75,0,0,446.20001,0,26.450001,0,0,0,11.5,0,0,0,0,6.9000001,2.3,179.39999,0,0.15719037,0,0,0,0,27.6,27.6,0,0,0,1.288,0,2.0239999,0,0,0,0,0,0
sub45,Azercellim,58,M,1664,175,Samsung,Android OS,1,0,1,4G,BAKI,729.09998,2386.25,4841.5,63063.699,209474.8,407173.59,99.474998,100.947,96.714996,289.79999,947.59998,2001,26897.35,86094.75,172923.2,106.7315,104.489,99.382996,274.85001,861.34998,1674.4,25148.199,81608.602,151728.7,105.225,108.951,104.21301,21.85,89.699997,174.8,41.905998,713.39105,2503.665,237.797,15.8125,46.310501,91.413498,13.8,47.150002,90.849998,1.15,5.75,10.35,0,0,0,52088.102,168851.05,0,0,0,0,0,0,0,0,40.25,0,0,42.549999,0,0,0,0,0,0,0,36.799999,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27599999,0.414,0.27599999,0.46000001,0.27599999,0.50599998,0,0.17250001,0,0.17250001,0,0
sub46,Azercellim,28,M,487,487,Samsung,Android OS,1,0,1,4G,ABSHERON,1890.6,5843.1499,10290.2,182932.8,553329.38,1017884.6,111.274,108.905,113.758,1049.95,3237.25,5951.25,115142.6,330710.09,623018.25,126.109,117.484,120.3935,210.45,502.54999,891.25,23148.35,66472.297,128827.6,126.48849,152.1105,166.2325,138,434.70001,695.75,6116.1138,20582.998,35373.207,6860.9995,29.440001,99.613007,188.8185,28.75,98.900002,188.60001,1.15,5.75,9.1999998,0,0,0,138290.95,398012.69,0,0,0,0,0,0,0,5545.2998,1687.05,0,0,7323.2002,0,362.25,4.5999999,0,13.8,777.40002,0,986.70001,0,0,6.9000001,1179.9,630.20001,0.031801749,313.68781,0,0,0,0,11.5,12.5695,0,0.69000006,0.34500003,1.058,0.34500003,1.564,0,0,0,0,0,0
sub47,Serbest25,28,U,563,271,Samsung,Android OS,1,0,1,4G,BAKI,916.54999,3297.05,7270.2998,85731.352,263916.94,606645.69,107.571,92.057503,95.956001,185.14999,679.65002,1581.25,17969.9,61760.75,157113,111.619,104.5005,114.264,312.79999,1136.2,2489.75,30475,89666.648,202987.66,112.0445,90.757996,93.759499,209.3,548.54999,980.95001,20566.221,62780.086,139161.25,20926.695,45.850498,109.089,303.46201,20.700001,109.25,303.60001,3.45,9.1999998,19.549999,0,0,0,48931.352,152013.91,0,1177.6,0,0,0,17664,0,1177.6,2340.25,1691.65,0,15358.25,2953.2,2321.8501,10.35,55.200001,26.450001,2209.1499,0,1064.9,0,0,20.700001,752.09998,3727.1499,5.6118937,260.5824,0,5.75,0,9.4299994,13.915,118.56499,4.9910002,1.7939999,5.198,2.4840002,5.6810002,2.806,0,0,0,0.057500001,0,0
sub48,Azercellim,33,M,1022,146,Xiaomi,Android OS,1,0,1,4G,ISMAYILLI,230,453.10001,1245.45,26754.75,44530.301,118218.85,133.7795,113.022,109.158,49.450001,55.200001,213.89999,3033.7,3389.05,11399.95,70.552498,70.610001,61.294998,52.900002,56.349998,253,2875,2964.7,13364.15,62.502499,60.501499,60.743,72.449997,132.25,385.25,262.67151,262.75198,268.6055,87.584007,8.7285004,9.9820004,40.836498,8.0500002,12.65,41.400002,8.0500002,11.5,31.049999,0,0,0,5908.7002,6353.75,0,0,0,0,0,0,0,0,0,262.20001,0,0,262.20001,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.57499999,0.57499999,1.748,4.7609997,2.9899998,4.9680004,3.358,21.666,12.190001,0.28749999,0,0.4025,0.28749999,97.75,0
sub49,Serbest10,29,F,1646,592,Xiaomi,Android OS,1,0,1,4G,BAKI,428.95001,1397.25,2788.75,28954.699,114052.4,205651.05,77.625,93.874496,84.800995,27.6,88.550003,186.3,1577.8,9007.9502,18372.4,65.745499,116.9895,113.413,226.55,722.20001,1320.2,20120.4,65329.199,107921.75,102.1315,104.029,94.012497,97.75,216.2,453.10001,5983.7144,17506.508,24811.629,5835.5024,29.497499,51.612,96.496506,18.4,50.599998,96.599998,2.3,8.0500002,13.8,0,0,0,21772.949,81216.453,0,0,2355.2,0,0,5931.7002,0,0,126.5,0,0,209.3,0,534.75,26.450001,0,217.35001,644,4.5999999,0,2.3,0,23,34.5,389.85001,16.640783,92.140556,0,0,0,0,0,0,0.27599999,0,4.2550001,0.414,8.165,0.759,0.057500001,0,0.057500001,0,0,0
sub50,Azercellim,41,M,778,164,Apple,iOS,0,0,1,4G,GOYGOL,1811.25,6379.0498,13057.1,119378.05,405379.59,822742.19,75.796501,73.082497,72.461494,192.05,790.04999,1481.2,11613.85,51039.301,96087.102,69.540504,74.290001,74.600502,871.70001,2883.05,6000.7002,62550.801,186631.2,383792.94,82.524002,74.439507,73.554001,102.35,277.14999,649.75,6502.1343,15451.791,33045.961,5150.5967,29.5205,96.392998,162.127,34.5,104.65,170.2,2.3,5.75,9.1999998,0,0,0,74164.648,238054.59,0,0,0,0,0,0,0,0,394.45001,0,0,1277.65,0,806.15002,2.3,0,370.29999,236.89999,0,998.20001,0,0,31.049999,267.95001,324.29999,0.06241684,0,0,0,0,0,0,0,0.48299998,0,8.4180002,0.55199999,15.663,1.426,0,0.57499999,0,0.63249999,0,0
sub51,Azercellim,31,M,385,151,Xiaomi,Android OS,1,0,1,4G,BAKI,1741.1,4995.6001,8512.2998,170187.34,584035.56,956636.69,112.4125,134.4465,129.237,624.45001,1799.75,3211.95,58904.148,195804.75,341630.5,108.4795,125.12,122.314,503.70001,1633,2688.7,59157.148,233078.55,375993.66,135.06749,164.1395,160.81599,79.349998,430.10001,998.20001,7481.3018,15551.197,41994.469,5183.7324,44.896,173.64999,281.37048,32.200001,177.10001,284.04999,1.15,10.35,23,0,0,0,118061.3,428883.31,0,0,0,0,0,0,0,0,591.09998,0,0,1782.5,1013.15,664.70001,2.3,0,4.5999999,570.40002,0,0,0,0,14.95,41.400002,5040.4502,0,0,0,0,0,0,4.0250001,29.9,10.280999,0,54.441002,4.7839999,56.166,6.164,0,0.46000001,0,0.46000001,0,0
sub52,Azercellim,37,M,250,250,Samsung,Android OS,1,0,1,4G,SUMQAYIT,34.5,154.10001,338.10001,3302.8,13212.35,31623.85,110.0895,98.600998,107.5595,1.15,4.5999999,9.1999998,71.300003,289.79999,610.65002,71.300003,72.449997,76.336998,2.3,6.9000001,16.1,124.2,550.84998,1269.6,62.099998,91.804504,90.689003,616.40002,1748,3152.1499,0,527.29797,527.29797,175.76599,0.25299999,8.4870005,18.4,2.829,10.879,18.354,1.15,3.45,8.0500002,0,0,0,195.5,840.65002,0,0,0,0,0,0,0,0,0,0,0,51.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.4520001,7.4520001,0.207,0.046,0.759,0.27599999,1.725,0.59799999,0,0,0,0,9.1999998,0
sub53,Azercellim,30,U,629,192,Samsung,Android OS,1,0,1,4G,ABSHERON,571.54999,1983.75,3819.1499,32126.4,120997.25,284940.09,64.641502,70.138504,85.801498,105.8,343.85001,840.65002,5699.3999,24968.801,88665,61.9505,83.513,121.2905,144.89999,602.59998,1022.35,9549.5996,37407.199,69014.953,75.785004,71.391998,77.636505,193.2,530.15002,980.95001,2727.2366,5700.7915,7002.856,1900.2638,36.995499,133.1355,268.65149,34.5,126.5,242.64999,3.45,24.15,50.599998,0,0,0,15249,62376,0,575,0,0,0,0,0,575,809.59998,2151.6499,0,1060.3,3399.3999,1.15,0,0,0,1.15,0,14.95,0,0,0,185.14999,2181.55,0.18840976,0.005203962,0,3.45,0,8.625,23.575001,31.049999,14.075999,5.934,55.959,23.897001,100.878,75.554993,0,0.115,0,0.115,8.0500002,0
sub54,Azercellim,50,M,85,85,Samsung,Android OS,1,0,1,4G,ABSHERON,365.70001,1566.3,1566.3,30810.801,104099.15,104099.15,96.887497,76.429001,76.429001,83.949997,425.5,425.5,4936.9502,23711.85,23711.85,67.6315,64.0895,64.0895,221.95,777.40002,777.40002,22437.65,61633.102,61633.102,116.25349,91.171997,91.171997,43.700001,156.39999,156.39999,3594.302,8781.8369,8781.8369,2927.2791,29.244501,87.400002,87.400002,28.75,87.400002,87.400002,1.15,4.5999999,4.5999999,0,0,0,27374.6,85535.852,0,0,0,0,0,0,0,0,691.15002,0,0,1266.15,0,220.8,2.3,0,0,1116.65,0,120.75,0,0,18.4,249.55,95.449997,2.2409019,87.651337,0,0,0.49450001,0.49450001,29.4055,29.4055,0,0,0,0,0,0,-2.57E-09,0.057499997,-2.57E-09,0.057499997,0,0
sub55,Azercellim,27,M,78,78,Samsung,Android OS,1,0,1,4G,BAKI,818.79999,2458.7,2458.7,82350.352,251357.8,251357.8,115.6555,117.56451,117.56451,353.04999,1039.6,1039.6,31827.4,91198.453,91198.453,103.6725,100.878,100.878,266.79999,832.59998,832.59998,19343,78390.898,78390.898,83.375,108.2725,108.2725,510.60001,1285.7,1285.7,8111.3179,28921.891,28921.891,9640.6299,95.564995,220.15601,220.15601,96.945,209.645,209.645,11.5,29.9,29.9,0,0,0,53591.148,181142.25,0,0,0,0,0,0,0,0,520.95001,2222.95,0,3437.3501,4190.6001,346.14999,2.3,0,25.299999,305.89999,0,3.45,0,0,9.1999998,80.5,893.54999,0.63322294,1.0594292,0,0,0,21.734999,90.849998,95.196999,12.006,12.282001,28.014,26.633999,28.014,26.633999,0.115,2.1275001,0.115,2.1275001,0,0
sub56,Azercellim,42,M,365,365,Samsung,Android OS,1,0,1,4G,ABSHERON,887.79999,2687.55,5257.7998,62854.398,199298.45,417431.59,81.420006,85.284004,91.2985,190.89999,632.5,1239.7,15851.6,52341.102,107876.9,95.496002,95.162498,100.073,453.10001,1375.4,2565.6499,30507.199,102396,194799.66,77.429504,85.617493,87.319504,19.549999,75.900002,266.79999,4934.7534,13037.263,24170.24,4345.7544,28.934,87.629997,199.5135,28.75,87.400002,201.25,1.15,4.5999999,26.450001,0,0,0,46358.801,154737.09,0,0,0,0,0,0,0,0,4.5999999,0,0,192.05,0,1071.8,3.45,0,1.15,1772.15,0,0,0,0,21.85,4.5999999,18.4,0.91349113,0,0,0,0.080499999,0.080499999,0.736,0.736,0,0.046,0.34500003,0.184,17.112,7.4980001,0,0.057500001,0,0.115,0,0
sub57,Azercellim,43,U,119,119,Apple,iOS,0,0,1,4G,BAKI,607.20001,1837.7,2313.8,38426.102,108365.65,131595.66,72.771996,67.815498,65.400497,166.75,510.60001,641.70001,7299.0498,25126.35,31487,50.335499,56.591499,56.4305,200.10001,608.34998,802.70001,14599.25,41834.699,51507.352,83.903999,79.085495,73.795502,83.949997,257.60001,340.39999,3573.5789,12621.399,17370.646,4207.1333,30.532499,95.473,125.5685,28.75,95.449997,127.65,1.15,5.75,8.0500002,0,0,0,21898.301,68535.398,0,0,0,0,0,0,0,0,631.34998,0,0,1371.95,0,746.34998,1.15,0,0,1742.25,0,0,0,0,8.0500002,14.95,2.3,0.015781879,0,0,0,0,0,0,28.75,0.068999998,0.046,0.207,0.138,0.207,0.138,0,0.51749998,0,0.51749998,0,0
sub58,Azercellim,42,M,979,800,Samsung,Android OS,1,0,1,4G,SUMQAYIT,1092.5,3007.25,6218.0498,87317.203,247204,492507.06,91.907997,94.529999,91.091499,247.25,681.95001,1486.95,20668.949,59517.102,138271.41,96.139999,100.3605,106.9385,455.39999,1248.9,2451.8,31917.1,91449.148,176272,80.603493,84.203003,82.6735,67.849998,195.5,366.85001,4437.4702,15438.945,30323.096,5146.3149,25.299999,76.820007,153.0995,25.299999,77.050003,154.10001,3.45,10.35,20.700001,0,0,0,52586.051,151220.41,0,5888,0,0,0,0,0,3861.7,92,0,0,727.95001,0,576.15002,27.6,0,1370.8,13.8,1.15,190.89999,0,0,1.15,26.450001,173.64999,2.1398759,518.90338,0,11.5,0,11.5,34.5,69,0,0,0.138,0.50599998,0.27599999,0.55199999,0,0,0,0.057500001,0,0
sub59,Azercellim,38,M,951,951,Xiaomi,Android OS,1,0,1,4G,ABSHERON,646.29999,2264.3501,4416,40780.148,150916.8,307746.91,72.564995,76.647499,80.143501,287.5,886.65002,1692.8,17187.9,62179.352,120017.45,68.747002,80.649498,81.535004,203.55,921.15002,1818.15,15024.75,66388.352,135463.09,84.8815,82.880501,85.686501,105.8,319.70001,524.40002,556.26648,4443.5654,6811.6226,1481.1885,17.790501,64.641502,113.2635,16.33,64.285004,112.585,3.45,10.35,16.1,0,0,0,32212.65,128662,0,0,0,0,0,0,0,0,0,261.04999,0,473.79999,1767.55,184,1.15,0,48.299999,95.449997,0,35.650002,0,0,1.15,2.3,4.5999999,0.03142228,5.5753365,0,0,0,1.725,14.375,17.825001,0.62100005,0.322,4.0019999,1.15,5.0370002,1.2420001,0,0.057500001,0,0.057500001,0,0
sub60,Azercellim,40,M,1232,746,Samsung,Android OS,1,0,1,4G,ABSHERON,587.65002,1075.25,2784.1499,66304.398,121339.95,329986.75,129.7545,129.7775,136.29799,184,308.20001,801.54999,22751.6,37087.5,102739.85,142.19749,138.39099,147.407,219.64999,371.45001,995.90002,27703.5,50771.352,133830.09,145.0495,157.18199,154.537,126.5,358.79999,648.59998,3818.3911,8206.918,24423.641,2735.6392,29.417,62.628998,149.799,28.75,57.5,149.5,1.15,2.3,6.9000001,0,0,0,50742.602,88146.352,0,0,0,0,0,0,0,0,289.79999,0,0,933.79999,0,350.75,4.5999999,0,147.2,136.85001,0,670.45001,2.3,0,27.6,202.39999,870.54999,0.63194746,280.8808,0,0,0,0,0,0,0,0,3.243,1.104,3.381,1.288,0.115,0,0.115,0,0,0
